True Id;Source;Site name;Address;Zip;Phone;Fax;Program Name;Length of Day;IDHS Provider ID;Agency;Neighborhood;Funded Enrollment;Program Option;Number per Site EHS;Number per Site HS;Director;Head Start Fund;Eearly Head Start Fund;CC fund;Progmod;Website;Executive Director;Center Director;ECE Available Programs;NAEYC Valid Until;NAEYC Program Id;Email Address;Ounce of Prevention Description;Purple binder service type;Column;Column2
524260639;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Rachel's Learning Center #2;5242 W North Ave ;60639;2371444;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Rochelle Ray;;;;;;
524260639;purple_binder_early_childhood.csv; Rachel's Learning Center #2;5242 W North Avenue ;60639;2371444;;;;;;;;;;;;;;;;;;;;;;;;;;Early Head Start
524460640;chapin_ounce_providers_2011_071112.csv; Edgewater Early Learning Center;5244 N. Lakewood St. ;60640;9070278;;;;;;;;Full Day/Full Year;-- ;30;;;;;;;;;;;;;;;;
524460640;ECE Chicago Find a School scrape.csv; YWCA Northside;5244 N. Lakewood ;60640;2716120;;;;;;Edgewater;;;;;;;;;;;;;CP;;;;;;;
524460640;Ounce of Prevention - Site Locations.csv; One Hope United - Edgewater Early Learning Center;5244 North Lakewood St. ;60640;9070278;;;;;;;;;;;;;;;;;;;;;;;Bridgeport and Rogers Park Communities  Serves children ages 3-5;;;
524460640;purple_binder_early_childhood.csv; Kids Hope United - Kids Hope Child Development Center;5244 N Lakewood Avenue ;60640;9070278;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
525060632;CPS_Early_Childhood_Portal_scrape.csv; Nightingale;5250 S. Rockwell ;;5359270;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
525060632;ECE Chicago Find a School scrape.csv; Nightingale;5250 S. Rockwell ;60632;5359270;;;;;;Gage Park;;;;;;;;;;;;;PFA-REG;;;;;;;
525160637;ECE Chicago Find a School scrape.csv; Lutheran Family Mission Day Care III;5251 W. North Ave. ;60637;6372344;;;;;;Austin;;;;;;;;;;;;;CP;;;;;;;
525160639;purple_binder_early_childhood.csv; Lutheran Family Mission - North Avenue;5251 W North Avenue ;60639;6372344;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
525560609;ECE Chicago Find a School scrape.csv; Beasley;5255 S. State St ;60609;5351230;;;;;;Washington Park;;;;;;;;;;;;;CPC-FD;;;;;;;
525560609;purple_binder_early_childhood.csv; Beasley;5255 S State Street ;60609;5351230;;;;;;;;;;;;;;;;;;;;;;;;;;Child Parent Center
525560644;chapin_dfss_providers_2011_070212.csv;HULL HOUSE ASSOCIATION FCCH-SHANETTA HOWARD;5255 W JACKSON ;60644;3785120;;;;;;;HULL HOUSE ASSOCIATION;AUSTIN;;;;;;No;No;No;5912IP(EHS Collaboration Enhanced Home IP), 5913IT(Child Car;;;;;;;;;
530060609;CPS_Early_Childhood_Portal_scrape.csv; Fulton;5300 S. Hermitage ;;5359000;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
530060609;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS FULTON, ROBERT;5300 S HERMITAGE ;60609;5359000;;;;;;;CHICAGO PUBLIC SCHOOLS;NEW CITY;;;;;Dr. Warletta  Johnson-Brookins;Yes;No;No;;;;;;;;;;
530060609;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Fulton, Robert;5300 S. Hermitage ;60609;5359000;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Cherie Novak;;;;;;
530060609;ECE Chicago Find a School scrape.csv; Fulton;5300 S. Hermitage ;60609;5359000;;;;;;New City;;;;;;;;;;;;;HS-HD;;;;;;;
530060615;NAEYC_accreditation.csv; Parent Cooperative for Early Learning, Inc.;5300 South Shore Drive STO ;60615;6846363;;;;;;;;;;;;;;;;;;http://www.parentcoop.org;;;;12/31/14;293469;PCEL_director@yahoo.com;;
532760615;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE PRECIOUS LITTLE ONES;5327 S MICHIGAN AVE ;60615;;;;;;;;HENRY BOOTH HOUSE;WASHINGTON PARK;;;;;;Yes;No;No;;;;;;;;;;
532760615;DFSS_AgencySiteLies_2012.csv;Henry Booth House Precious Little Ones;5327 S Michigan Ave. ;60615;;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;;;;;;;
533060641;CPS_Early_Childhood_Portal_scrape.csv; Portage Park;5330 W. Berteau ;;5343576;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
533060641;ECE Chicago Find a School scrape.csv; Portage Park;5330 .W Berteau ;60641;5343576;;;;;;Portage Park;;;;;;;;;;;;;PFA-REG;;;;;;;
533260609;CPS_Early_Childhood_Portal_scrape.csv; Catholic Charities of the Archdiocese of Chicago - Grace Mission;5332 S Western Ave ;;4761990;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
533260609;CPS_Early_Childhood_Portal_scrape.csv; Catholic Charities Grace Mission;5332 S. Western ;;4761990;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
533260609;CPS_Early_Childhood_Portal_scrape.csv; Catholic Charities of the Archdiocese of Chicago - Grace Mission;5332 S Western Ave ;;4761990;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
533260609;CPS_Early_Childhood_Portal_scrape.csv; Catholic Charities of the Archdiocese of Chicago - Grace Mission;5332 S Western Ave ;;4761990;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
533260609;chapin_dfss_providers_2011_070212.csv;CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO GRACE MISSION;5332 S WESTERN ;60609;4761990;;;;;;;CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO;GAGE PARK;;;;;Francine Johnson;Yes;No;Yes;3416PS(HS Collaboration with Childcare & PreK), 2711PS(Child;;;;;;;;;
533260609;DFSS_AgencySiteLies_2012.csv;Catholic Charities of the Archdiocese of Chicago Grace Mission;5332 S. Western ;60609;4761990;;;;;;;Catholic Charities of the Archdiocese of Chicago;;;;;;;;;;;www.catholiccharities.net;Laura Rios;Francine Johnson;;;;;;
533260609;ECE Chicago Find a School scrape.csv; Catholic Charities-Grace Mission;5332 S. Western ;60609;4761900;;;;;;Gage Park;;;;;;;;;;;;;CP;;;;;;;
533260609;NAEYC_accreditation.csv; Grace Mission Daycare;5332 South Western Ave.  ;60609;4761990;;;;;;;;;;;;;;;;;;;;;;09/30/12;486644;fjohnson@catholiccharities.net;;
533260609;purple_binder_early_childhood.csv; Catholic Charities Chicago - Grace Mission School;5332 S Western Avenue ;60609;4761990;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
533260641;CPS_Early_Childhood_Portal_scrape.csv; Mosaic Early Childhood Academy;5332 W. Addison ;;7777411;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
533260641;CPS_Early_Childhood_Portal_scrape.csv; Marcy Newberry Association - Mosaic;5332-34 W Addison Ave ;;7777411;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
533260641;ECE Chicago Find a School scrape.csv; Mosaic (Portage Park);5332 W. Addison ;60641;7777411;;;;;;Portage Park;;;;;;;;;;;;;CP;;;;;;;
533560615;ECE Chicago Find a School scrape.csv; Murray Lang Acad;5335 S. Kenwood ;60615;5350585;;;;;;Hyde Park;;;;;;;;;;;;;PFA-REG;;;;;;;
533860609;ECE Chicago Find a School scrape.csv; Libby;5338 S. Loomis ;60609;5359350;;;;;;New City;;;;;;;;;;;;;PFA-REG;;;;;;;
535660615;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS BURKE, EDMOND;5356 S KING DR ;60615;5351325;;;;;;;CHICAGO PUBLIC SCHOOLS;WASHINGTON PARK;;;;;Ms. Kimberly Ellison;Yes;No;No;;;;;;;;;;
535660615;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Burke, Edmond;5356 S. King Dr ;60615;5351325;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Nicholas Gaines;;;;;;
535660615;ECE Chicago Find a School scrape.csv; Burke;5356 S. King Dr. ;60615;5351325;;;;;;Washington Park;;;;;;;;;;;;;HS-HD;;;;;;;
536560639;CPS_Early_Childhood_Portal_scrape.csv; Henry Booth House - Angel Wings;5365 W North Ave ;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
536560639;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE ANGEL WINGS;5365 W NORTH ;60639;7450262;;;;;;;HENRY BOOTH HOUSE;AUSTIN;;;;;Lisa Collins;Yes;No;No;;;;;;;;;;
536560639;DFSS_AgencySiteLies_2012.csv;Henry Booth House Angel Wings;5365 W Noth ;60639;7450262;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Lisa Collins;;;;;;
540160609;CPS_Early_Childhood_Portal_scrape.csv; Firman Community Services - Firman House South;5401 S Wentworth Ave ;;4513400;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
540160609;CPS_Early_Childhood_Portal_scrape.csv; Firman Preschool South;5401 S. Wentworth ;;4513400;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
540160609;CPS_Early_Childhood_Portal_scrape.csv; Firman Community Services - Firman House South;5401 S Wentworth Ave ;;4513400;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
540160609;CPS_Early_Childhood_Portal_scrape.csv; Firman Community Services - Firman House South;5401 S Wentworth Ave ;;4513400;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
540160609;chapin_dfss_providers_2011_070212.csv;FIRMAN COMMUNITY SERVICES FIRMAN HOUSE SOUTH;5401 S WENTWORTH AVE ;60609;3733400;;;;;;;FIRMAN COMMUNITY SERVICES;FULLER PARK;;;;;Donna Skinner-Echols;No;No;No;4394IT(Child Care IT Center), 4394PS(Child Care PS Center &;;;;;;;;;
541160639;CPS_Early_Childhood_Portal_scrape.csv; Hanson Park;5411 W. Fullerton ;;5343100;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
541160639;ECE Chicago Find a School scrape.csv; Hanson Park;5411 W. Fullerton ;60639;5343100;;;;;;Belmont Cragin;;;;;;;;;;;;;PFA-REG;;;;;;;
541260651;chapin_dfss_providers_2011_070212.csv;HEALING TEMPLE FCCH-GLENNER MITCHELL;5412 W POTOMAC AVE ;60651;3784974;;;;;;;HEALING TEMPLE;AUSTIN;;;;;;No;Yes;No;5608IP(EHS Collaboration Enhanced Home IP), 5608IT(EHS Enhan;;;;;;;;;
541460630;CPS_Early_Childhood_Portal_scrape.csv; Farnsworth;5414 N. Linder ;;5343535;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
541460630;ECE Chicago Find a School scrape.csv; Farnsworth;5414 N. Linder ;60630;5343535;;;;;;Jefferson Park;;;;;;;;;;;;;PFA-REG;;;;;;;
541860644;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARY MURPHY;5418 W JACKSON ST ;60644;5211600;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;AUSTIN;;;;;Jolene Martin;No;No;No;5614PS(HS Collaboration with Childcare Homes), 5614IP(EHS Co;;;;;;;;;
541860644;chapin_dfss_providers_2011_070212.csv;HEALING TEMPLE FCCH-MARY MURPHY;5418 W JACKSON ;60644;2876994;;;;;;;HEALING TEMPLE;AUSTIN;;;;;Lucille Brown;No;Yes;No;5717IP(EHS Collaboration Enhanced Home IP), 5717IT(EHS Enhan;;;;;;;;;
542360639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Belmont-Cragin;5423 W Diversey ;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
542360639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Belmont-Cragin;5423 W Diversey ;;;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
542360639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Belmont-Cragin;5423 W Diversey ;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
542360639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Belmont-Cragin;5423 W Diversey ;;;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
542360639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Belmont-Cragin;5423 W Diversey ;;;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
542360639;chapin_dfss_providers_2011_070212.csv;ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - BELMONT/CRAGIN;5423 W DIVERSEY AVE ;60639;6223215;;;;;;;ONWARD NEIGHBORHOOD HOUSE;BELMONT CRAGIN;;;;;Santa Rivera;Yes;Yes;Yes;3153IT(Child Care IT Center), 3153PS(Child Care PS Center &;;;;;;;;;
542360639;DFSS_AgencySiteLies_2012.csv;Onward Neighborhood House Onward Neighborhood House - Belmont/Cragin;5423 W Diversey Ave. ;60639;6223215;;;;;;;Onward Neighborhood House;;;;;;;;;;;www.onwardhouse.org;Mario Garcia;Santa Rivera;;;;;;
542360639;NAEYC_accreditation.csv; Onward Neighborhood House;5423 W. Diversey Ave.  ;60639;6223215;;;;;;;;;;;;;;;;;;;;;;01/31/13;511442;mlarson@onwardhouse.org;;
542460656;CPS_Early_Childhood_Portal_scrape.csv; Oriole Park;5424 N. Oketo ;;5341201;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
542460656;ECE Chicago Find a School scrape.csv; Oriole Park;5424 N. Oketo ;60656;5341201;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
544560639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - New Beginnings;5445 W North Ave ;;3855365;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
544560639;chapin_dfss_providers_2011_070212.csv;ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS;5445 W NORTH AVENUE ;60639;3855365;;;;;;;ONWARD NEIGHBORHOOD HOUSE;AUSTIN;;;;;Verlene Vanderbilt;Yes;No;No;;;;;;;;;;
544560639;DFSS_AgencySiteLies_2012.csv;Onward Neighborhood House New Beginnings;5445 W. North Ave. ;60639;3855365;;;;;;;Onward Neighborhood House;;;;;;;;;;;www.onwardhouse.org;Mario Garcia;Verlene Vanderbilt;;;;;;
545060632;CPS_Early_Childhood_Portal_scrape.csv; Talman;5450 S. Talman ;;5357850;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
545060632;ECE Chicago Find a School scrape.csv; Talman;5450 S. Talman ;60632;5357850;;;;;;Gage Park;;;;;;;;;;;;;PFA-REG;;;;;;;
546760615;CPS_Early_Childhood_Portal_scrape.csv; Chicago Child Care Society;5467 S. University ;;2562450;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
546760615;chapin_dfss_providers_2011_070212.csv;CHICAGO CHILD CARE SOCIETY CHICAGO CHILD CARE SOCIETY;5467 S UNIVERSITY AVE ;60615;6430452;;;;;;;CHICAGO CHILD CARE SOCIETY;HYDE PARK;;;;;Licia Palmore;No;Yes;No;;;;;;;;;;
546760615;DFSS_AgencySiteLies_2012.csv;Chicago Child Care Society Chicago Child Care Society;5467 S University Ave ;60615;6430452;;;;;;;Chicago Child Care Society;;;;;;;;;;;www.cccsociety.org;Pamela Flowers-Thomas;Elizabeth Rogers;;;;;;
546760615;ECE Chicago Find a School scrape.csv; Chicago Child Care Society;5467 S. University ;60615;2562450;;;;;;Hyde Park;;;;;;;;;;;;;CP;;;;;;;
546760615;NAEYC_accreditation.csv; Chicago Child Care Society-child and Family Dev Center;5467 South University  ;60615;6430452;;;;;;;;;;;;;;;;;;http://www.cccsociety.org;;;;02/01/16;280649;pflowers@cccsociety.org;;
546760615;purple_binder_early_childhood.csv; Chicago Child Care Society School;5467 S University Avenue ;60615;6430452;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
548060615;purple_binder_early_childhood.csv; Hyde Park Neighborhood Club;5480 S Kenwood Avenue ;60615;6434062;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
550060625;CPS_Early_Childhood_Portal_scrape.csv; Northeastern Illinois University;5500 N. St. Louis ;;4424540;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
550060625;ECE Chicago Find a School scrape.csv; NE Ill Univ Child Care Center;5500 N. St Louis ;60625;5390570;;;;;;North Park;;;;;;;;;;;;;CP;;;;;;;
550060625;NAEYC_accreditation.csv; Northeastern Illinois University Child Care Center;5500 North Saint Louis Avenue  ;60625;4424540;;;;;;;;;;;;;;;;;;http://www.neiu.edu/neiuccc;;;;01/31/13;125305;E-Weber1@neiu.edu;;
550060644;CPS_Early_Childhood_Portal_scrape.csv; Emmet;5500 W. Madison ;;5346050;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
550060644;ECE Chicago Find a School scrape.csv; Emmet;5500 W. Madison ;60644;5346050;;;;;;Austin;;;;;;;;;;;;;PFA-REG;;;;;;;
551060625;CPS_Early_Childhood_Portal_scrape.csv; Peterson;5510 N. Christiana ;;5345070;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
551060625;ECE Chicago Find a School scrape.csv; Peterson;5510 N. Christiana ;60625;5345070;;;;;;North Park;;;;;;;;;;;;;PFA-REG TS;;;;;;;
551660629;CPS_Early_Childhood_Portal_scrape.csv; Carson;5516 S. Maplewood ;;5359222;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
551660629;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS CARSON, RACHEL;5516 S MAPPLEWOOD AVE ;60629;5359222;;;;;;;CHICAGO PUBLIC SCHOOLS;GAGE PARK;;;;;Javier Arriola-Lopez;Yes;No;No;;;;;;;;;;
551660629;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Carson, Rachel;5516 S. Mapplewood Ave ;60629;5359222;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Javier Arriola-Lopez;;;;;;
551660629;ECE Chicago Find a School scrape.csv; Carson (Dual Lang.);5516 S. Maplewood ;60629;5359222;;;;;;Gage Park;;;;;;;;;;;;;HS-HD;;;;;;;
552260630;purple_binder_early_childhood.csv; Care-A-Lot Child Development Center;5522 N Milwaukee Avenue ;60630;7630888;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
552260636;CPS_Early_Childhood_Portal_scrape.csv; Allison's Infant and Toddler Center;5522 S. Racine ;;4363193;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
552260636;CPS_Early_Childhood_Portal_scrape.csv; Henry Booth House - Allison's Infant Toddler;5522 S Racine Ave ;;4363193;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
552260636;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE ALLISON'S INFANT TODDLER;5522 S RACINE ;60636;4363193;;;;;;;HENRY BOOTH HOUSE;WEST ENGLEWOOD;;;;;LaParish Woody;Yes;No;No;;;;;;;;;;
552260636;DFSS_AgencySiteLies_2012.csv;Henry Booth House Allison's Infant Toddler;5522 S Racine ;60636;4363193;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;LaParish Woody ;;;;;;
552260641;chapin_dfss_providers_2011_070212.csv;ERIE NEIGHBORHOOD HOUSE FCCH-LUCIA RUBIO SITE;5522 W NEWPORT ST ;60641;4322213;;;;;;;ERIE NEIGHBORHOOD HOUSE;PORTAGE PARK;;;;;Cynthia Saurez;No;Yes;No;6112IP(EHS Collaboration Enhanced Home IP), 5695IT(Child Car;;;;;;;;;
553460629;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO;5534 S SAINT LOUIS AVE ;60629;5350457;;;;;;;CHICAGO PUBLIC SCHOOLS;GAGE PARK;;;;;Dr. Ana Expinoza;Yes;No;No;;;;;;;;;;
553460629;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Sandoval, Socorro;5534 S Saint Louis Ave ;60629;5350457;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Dr. Ana Expinoza;;;;;;
553460629;ECE Chicago Find a School scrape.csv; Sandoval;5534 S. St Louis ;60629;5350457;;;;;;Gage Park;;;;;;;;;;;;;HS-HD;;;;;;;
553860639;chapin_dfss_providers_2011_070212.csv;HULL HOUSE ASSOCIATION FCCH-EDITH COLLINS;5538 W CORTLAND AVE ;60639;2355342;;;;;;;HULL HOUSE ASSOCIATION;AUSTIN;;;;;Etisha Wofford;No;No;No;5731IP(EHS Collaboration Enhanced Home IP), 5732IT(Child Car;;;;;;;;;
554860629;chapin_dfss_providers_2011_070212.csv;EL HOGAR DEL NINO FCCH-MARIA GUZMAN;5548 S TRIPP AVE ;60629;7354542;;;;;;;EL HOGAR DEL NINO;WEST ELSDON;;;;;;Yes;Yes;No;5873PS(HS Collaboration with Childcare Homes), 5657IP(EHS Co;;;;;;;;;
560060637;purple_binder_early_childhood.csv; Centers for New Horizons Hyde Park;5600 S Woodlawn ;60637;6672525;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
561060644;CPS_Early_Childhood_Portal_scrape.csv; Marcy-Newberry Austin Town Hall;5610 W. Lake St. ;;2611062;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
561060644;CPS_Early_Childhood_Portal_scrape.csv; Marcy Newberry Association - Austin Town Hall;5610 W Lake St ;;2611505;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
561060644;chapin_dfss_providers_2011_070212.csv;MARCY NEWBERRY ASSOCIATION AUSTIN TOWN HALL;5610 W LAKE ;60644;2611505;;;;;;;MARCY NEWBERRY ASSOCIATION;AUSTIN;;;;;Marsha Ballenger;Yes;No;No;7028PS(HS Collaboration with Childcare & PreK), 4155PS(Child;;;;;;;;;
561060644;DFSS_AgencySiteLies_2012.csv;Marcy Newberry Association Austin Town Hall;5610 W. Lake ;60644;2611505;;;;;;;Marcy Newberry Association;;;;;;;;;;;www.marcy-newberry.org;Gertrude Ricks;Marsha Ballenger;;;;;;
561060644;ECE Chicago Find a School scrape.csv; Marcy Newberry Austin Town;5610 W. Lake St. ;60644;2611505;;;;;;Austin;;;;;;;;;;;;;CP;;;;;;;
561060644;purple_binder_early_childhood.csv; Marcy Newberry Association - Austin Town Hall;5610 W Lake Street ;60644;2611505;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
561160660;CPS_Early_Childhood_Portal_scrape.csv; Lake Shore Schools - Clark;5611 N. Clark Street ;;5616707;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
561160660;NAEYC_accreditation.csv; Lake Shore Schools;5611 N. Clark Street  ;60660;5616707;;;;;;;;;;;;;;;;;;http://www.lakeshoreschoolschicago.com;;;;01/31/13;724391;info@lakeshoreschoolschicago.com;;
561160660;purple_binder_early_childhood.csv; Lake Shore School;5611 N Clark Street ;60660;5616707;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
562560638;CPS_Early_Childhood_Portal_scrape.csv; Kinzie;5625 S. Mobile ;;5352425;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
562560638;ECE Chicago Find a School scrape.csv; Kinzie;5625 S. Mobile ;60638;5352425;;;;;;Garfield Ridge;;;;;;;;;;;;;PFA-REG;;;;;;;
562560646;CPS_Early_Childhood_Portal_scrape.csv; Hitch;5625 N. Mcvicker ;;5341189;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
562560646;ECE Chicago Find a School scrape.csv; Hitch;5625 N. Mcvicker ;60646;5341189;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
563160637;CPS_Early_Childhood_Portal_scrape.csv; Ray;5631 S Kimbark ;;5350970;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
563160637;CPS_Early_Childhood_Portal_scrape.csv; Ray;5631 S Kimbark ;;5350970;;Tuition Based Preschool;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
563160637;ECE Chicago Find a School scrape.csv; Ray;5631 S Kimbark ;60637;5350970;;;;;;Hyde Park;;;;;;;;;;;;;TB;;;;;;;
563160637;ECE Chicago Find a School scrape.csv; Ray;5631 S Kimbark ;60637;5350970;;;;;;Hyde Park;;;;;;;;;;;;;PFA-REG;;;;;;;
565060636;CPS_Early_Childhood_Portal_scrape.csv; Henderson;5650 S. Wolcott ;;5359080;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
565060636;ECE Chicago Find a School scrape.csv; Henderson;5650 S. Wolcott ;60636;5359080;;;;;;West Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;
565460651;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Tiny Town for Tots;5654 W Division St ;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
565460651;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Tiny Town for Tots;5654 W Division St ;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
565460651;chapin_dfss_providers_2011_070212.csv;ONWARD NEIGHBORHOOD HOUSE TINY TOWN FOR TOTS;5654 W DIVISION ST ;60651;6260048;;;;;;;ONWARD NEIGHBORHOOD HOUSE;AUSTIN;;;;;Ricky Spain;Yes;No;No;;;;;;;;;;
565460651;DFSS_AgencySiteLies_2012.csv;Onward Neighborhood House Tiny Town for Tots;5654 W. Division St. ;60651;6260048;;;;;;;Onward Neighborhood House;;;;;;;;;;;www.onwardhouse.org;Mario Garcia;Ricky Spain;;;;;;
565960621;purple_binder_early_childhood.csv; Abraham Lincoln Centre;5659 S Union Avenue ;60621;7832828;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
570060636;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO FIRST START CHILDREN'S ACADEMY SOUTH;5700 S ASHLAND AVE 1ST FL ;60636;2777090;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;WEST ENGLEWOOD;;;;;Beverly Mims;No;No;No;;;;;;;;;;
570060636;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago First Start Children's Academy South;5700 S Ashland Ave  1st Fl ;60636;7.73E+016;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Beverly Mims ;;;;;;
570160644;CPS_Early_Childhood_Portal_scrape.csv; Marcy Newberry Association - St. John Greater Holy Temple;5701 W Midway Park ;;9480094;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
