Id;Source;Site_name;Address;Zip;Phone;Fax;Program_Name;Length_of_Day;IDHS_Provider_ID;Agency;Neighborhood;Funded_Enrollment;Program_Option;Number_per_Site_EHS;Number_per_Site_HS;Director;Head_Start_Fund;Eearly_Head_Start_Fund;CC_fund;Progmod;Website;Executive_Director;Center_Director;ECE_Available_Programs;NAEYC_Valid_Until;NAEYC_Program_Id;Email_Address;Ounce_of_Prevention_Description;Purple_binder_service_type;Column;Column2;PAIR_ID;SCORE;LABEL
132660623;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Henson, Matthew A.;1326 S. Avers;60623;5341804;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr. Demetrius D. Hobson;;;;;;; a.- abc_16;;
341560623;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - ABC;3415 W 13th Pl;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; a.- abc_16;0.695144900263455;no
1148;CPS_Early_Childhood_Portal_scrape.csv;LaSalle/Andersen;1148 N. Honore;;5344276;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;sen_13;;
142060608;CPS_Early_Childhood_Portal_scrape.csv;Pilsen;1420 W. 17Th St.;;5347675;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;sen_13;0.3494542717350395;no
201560608;CPS_Early_Childhood_Portal_scrape.csv;Walsh;2015 S. Peoria;;5347950;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;lsh-lssi_0;;
201560608;ECE Chicago Find a School scrape.csv;Walsh;2015 S. Peoria;60608;5347950;;;;;;Lower West Side;;;;;;;;;;;;;PFA-REG;;;;;;;;lsh-lssi_0;1.0;yes
222260647;purple_binder_early_childhood.csv;Casa Central - Casa Infantil Child Development Center;2222 N Kedzie Avenue;60647;7721170;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;l child development center_0;;
320160624;NAEYC_accreditation.csv;YMCA Marshall Child Development Center;3201 West Monroe;60624;2650145;;;;;;;;;;;;;;;;;;http://ymcachgo.org;;;;11/01/15;726003;bross@ymcachicago.org;;;l child development center_0;0.6789612344749718;no
212860623;CPS_Early_Childhood_Portal_scrape.csv;Crown;2128 S. St Louis Ave;;5341680;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;cross-crown_2;;
212860623;ECE Chicago Find a School scrape.csv;Crown;2128 S. St. Louis Ave;60623;5341680;;;;;;North Lawndale;;;;;;;;;;;;;PFA-REG;;;;;;;;cross-crown_2;1.0;yes
190060612;DFSS_AgencySiteLies_2012.csv;Board Trustees-City Colleges of Chicago Malcolm X College;1900 W. Van Buren;60612;8507176;;;;;;;Board Trustees-City Colleges of Chicago;;;;;;;;;;;www.ccc.edu;Phyllis Daniels-Ward;Aisha Ruther;;;;;;; malcolm x college_0;;
190060612;CPS_Early_Childhood_Portal_scrape.csv;Board Trustees-City Colleges of Chicago - Malcolm X College;1900 W Van Buren St;;8507000;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; malcolm x college_0;0.8375987956341738;yes
24960653;ECE Chicago Find a School scrape.csv;Mayo;249 E. 37th St.;60653;5351260;;;;;;Douglas;;;;;;;;;;;;;HS-HD;;;;;;;;mayo_0;;
24960653;CPS_Early_Childhood_Portal_scrape.csv;Mayo;249 E. 37Th;;5351260;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;mayo_0;1.0;yes
364160653;CPS_Early_Childhood_Portal_scrape.csv;Center for New Horizons Ida B. Wells;3641 S. Rhodes;;3733640;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; for new horizons ida b. wells_0;;
364160653;purple_binder_early_childhood.csv;Centers for New Horizons Ida B. Wells;3641 S Rhodes Avenue;60653;3733460;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; for new horizons ida b. wells_0;0.8443733534060971;yes
303860629;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Young Scholars Dev. Ins;3038 W 59th St;;9181944;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; young scholars dev. ins- young scholars dev. ins._4;;
303860629;DFSS_AgencySiteLies_2012.csv;El Valor Young Scholars Dev. Ins.;3038 W. 59th St.;60629;9181944;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Elizabeth Campbell;;;;;;; young scholars dev. ins- young scholars dev. ins._4;0.8127587504704554;yes
42560035;IDHS_child_care_provider_list.csv;Tri-Con Child Care Center, Inc.;425 Laurel Avenue Highland Park;60035;4331450;(847) 433-1749;;;9795-2875-5433-009;;;;;;;;;;;;;;;;;;;;;;; center, inc._4;;
221;CPS_Early_Childhood_Portal_scrape.csv;Precious Little One's Learning Center, Inc.;221 E. 51st St.;;2859902;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; center, inc._4;0.6031238238614979;no
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; greenview_14;;
250760614;NAEYC_accreditation.csv;Christopher House Greenview;2507 North Greenview;60614;4721083;;;;;;;;;;;;;;;;;;http://www.christopherhouse.org;;;;04/30/14;129456;awashington@christopherhouse.org;;; greenview_14;0.7222431313511479;yes
13860628;CPS_Early_Childhood_Portal_scrape.csv;Lavizzo;138 W. 109Th St;;5355300;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;lavizzo_0;;
13860628;ECE Chicago Find a School scrape.csv;Lavizzo;138 W. 109Th St;60628;5355300;;;;;;Roseland;;;;;;;;;;;;;HS-HD;;;;;;;;lavizzo_0;1.0;yes
10041;CPS_Early_Childhood_Portal_scrape.csv;Fernwood;10041 S. Union;;5352700;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;wood_42;;
24560621;CPS_Early_Childhood_Portal_scrape.csv;Sherwood;245 W. 57Th St.;;5350829;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;wood_42;0.7066240120436582;no
85460619;DFSS_AgencySiteLies_2012.csv;Chicago State University Shining Star Early Learning Academy - II;854 E 79th St;60619;4191994;;;;;;;Chicago State University;;;;;;;;;;;www.gamechicago.org;Grace Ratliff;Shanida Wray;;;;;;;chicago state university shining star early learning academy - ii-chicago state university shining star early learning academy - iii_1;;
33860628;DFSS_AgencySiteLies_2012.csv;Chicago State University Shining Star Early Learning Academy - III;338 E 103rd St;60628;9957827;;;;;;;Chicago State University;;;;;;;;;;;www.gamechicago.org;Grace Ratliff;Erica Shirley ;;;;;;;chicago state university shining star early learning academy - ii-chicago state university shining star early learning academy - iii_1;0.8517124576590139;no
63860609;CPS_Early_Childhood_Portal_scrape.csv;Dewey CPC;638 W. 54Th Pl.;;5351671;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_10;;
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start/Prekindergarten For;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_10;0.6910048927361686;no
142060608;CPS_Early_Childhood_Portal_scrape.csv;Pilsen;1420 W. 17Th St.;;5347675;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;pilsen_2;;
171160636;CPS_Early_Childhood_Portal_scrape.csv;ChildServ - Pilsen;1711 W Garfield Blvd;;;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;pilsen_2;0.47591268347760635;no
105160651;chapin_dfss_providers_2011_070212.csv;MARCY NEWBERRY ASSOCIATION FCCH-LASHANDA BAYLOR;1051 N MASSASOIT AVE;60651;8297555;;;;;;;MARCY NEWBERRY ASSOCIATION;AUSTIN;;;;;Celia Wills;No;Yes;No;6118IP(EHS Collaboration Enhanced Home IP), 6121IT(Child Car;;;;;;;;;;aylor_7;;
150160651;chapin_dfss_providers_2011_070212.csv;CHICAGO YOUTH CENTERS MT. MORIAH-TAYLOR;1501 N HARDING;60651;2785837;;;;;;;CHICAGO YOUTH CENTERS;HUMBOLDT PARK;;;;;Elizabeth Heilbronn;Yes;No;No;7065PS(HS Collaboration with Childcare & PreK);;;;;;;;;;aylor_7;0.5630410237109522;no
325560647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christoper House - Logan Square;3255 W Altgeld St;;2354073;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;er house - logan square_13;;
261060647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Logan Square;2610 N Francisco Ave;;2354073;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;er house - logan square_13;0.8517124576590139;no
424760623;CPS_Early_Childhood_Portal_scrape.csv;Hughes, C.;4247 W. 15Th St.;;5341762;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;hughes, c.-hughes, l._1;;
24060628;ECE Chicago Find a School scrape.csv;Hughes, L.;240 W. 104th St.;60628;5355075;;;;;;Roseland;;;;;;;;;;;;;HS-HD;;;;;;;;hughes, c.-hughes, l._1;0.8136996612721114;no
131860643;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE KIDS PLACE II;1318 W 95TH STREET;60643;4456500;;;;;;;HENRY BOOTH HOUSE;WASHINGTON HEIGHTS;;;;;Ms. Porter;Yes;No;No;;;;;;;;;;;henry booth house kids place ii_0;;
131860643;DFSS_AgencySiteLies_2012.csv;Henry Booth House Kids Place II;1318 W 95TH St.;60643;4456500;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Ms. Porter ;;;;;;;henry booth house kids place ii_0;1.0;yes
140060622;CPS_Early_Childhood_Portal_scrape.csv;Northwestern University Settlement House - Northwestern University Settlement House;1400 W Augusta Blvd;;2787471;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;northwestern university settlement house_1;;
140060622;CPS_Early_Childhood_Portal_scrape.csv;Northwestern University Settlement House;1400 W. Augusta Blvd.;;2787471;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;northwestern university settlement house_1;0.7461422657132104;yes
2801;CPS_Early_Childhood_Portal_scrape.csv;Boys and Girls Clubs of Chicago - Little Village;2801 S Ridgeway Ave;;7626100;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; villa- village_61;;
4000;CPS_Early_Childhood_Portal_scrape.csv;Easter Seals Society of Metropolitan Chicago - It Takes a Village;4000 W Division St;;;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; villa- village_61;0.5773428678961234;no
452060640;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Uptown West / Hull House;4520 N Beacon St;;5613500;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;t / hull house_13;;
102060660;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Uptown Head Start / Hull House;1020 W Bryn Mawr Ave;;7695753;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;t / hull house_13;0.8035378246142266;no
114560640;CPS_Early_Childhood_Portal_scrape.csv;Board Trustees-City Colleges of Chicago - Truman;1145 W Wilson Ave;;8781700;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;board trustees-city colleges of chicago - truman_0;;
114560640;CPS_Early_Childhood_Portal_scrape.csv;Board Trustees-City Colleges of Chicago - Truman;1145 W Wilson Ave;;8781700;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;board trustees-city colleges of chicago - truman_0;1.0;yes
171160609;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Little Tykes I;1711 W 35th St;;2547700;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;el valor - little tykes i-el valor - little tykes ii_4;;
172360609;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Little Tykes II;1723 W 35th St;;5791791;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;el valor - little tykes i-el valor - little tykes ii_4;0.8407978923598043;no
233460649;CPS_Early_Childhood_Portal_scrape.csv;Kenyatta?s Day Care Center;2334 E. 75th Street;;2213777;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;s day care center_7;;
233460649;ECE Chicago Find a School scrape.csv;Kenyatta's Day Care Center;2334 E. 75th St.;60649;2213777;;;;;;South Shore;;;;;;;;;;;;;CP;;;;;;;;s day care center_7;0.8375987956341738;yes
305960622;purple_binder_early_childhood.csv;Children's Place Association;3059 W Augusta Boulevard;60622;8261230;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; association_4;;
140060622;NAEYC_accreditation.csv;Northwestern University Settlement Association;1400 West Augusta Blvd;60642;2787471;;;;;;;;;;;;;;;;;;http://www.nush.org;;;;04/30/14;587968;;;; association_4;0.5698155814828755;no
344460647;ECE Chicago Find a School scrape.csv;Stowe (Blended);3444 W. Wabansia;60647;5344175;;;;;;Humboldt Park;;;;;;;;;;;;;HS-HD;;;;;;;;ended)-endell_23;;
285160657;ECE Chicago Find a School scrape.csv;Agassiz(Blended);2851 N. Seminary;60657;5345725;;;;;;Lake View;;;;;;;;;;;;;TB;;;;;;;;ended)-endell_23;0.6789612344749718;no
343460652;CPS_Early_Childhood_Portal_scrape.csv;Hampton, Lionel;3434 W. 77th;;5354030;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;onel-oner_1;;
302060641;CPS_Early_Childhood_Portal_scrape.csv;Falconer;3020 N. Lamon;;5343560;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;onel-oner_1;0.4004516371847949;no
340160625;chapin_dfss_providers_2011_070212.csv;ALBANY PARK COMMUNITY CENTER AINSLIE;3401 W AINSLIE;60625;5395907;;;;;;;ALBANY PARK COMMUNITY CENTER;ALBANY PARK;;;;;John DeJulio;No;No;No;2502PS(Child Care PS Center & State Pre-K), 2502SA(School Ag;;;;;;;;;;ainslie-ainslie)_5;;
340160625;purple_binder_early_childhood.csv;Albany Park Community Center - Ainslie;3401 W Ainslie Street;60625;5395907;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;ainslie-ainslie)_5;0.435265336846067;yes
170160622;ECE Chicago Find a School scrape.csv;Erie House I/T;1701 W. Superior;60622;5635800;;;;;;West Town;;;;;;;;;;;;;CP;;;;;;;;e i/t-e ii_32;;
131860643;DFSS_AgencySiteLies_2012.csv;Henry Booth House Kids Place II;1318 W 95TH St.;60643;4456500;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Ms. Porter ;;;;;;;e i/t-e ii_32;0.4209634926608957;no
185460608;ECE Chicago Find a School scrape.csv;El Hogar Racine I/T;1854 S. Racine;60608;2430011;;;;;;Lower West Side;;;;;;;;;;;;;CP;;;;;;;;e i/t-e ii_12;;
465060644;CPS_Early_Childhood_Portal_scrape.csv;Home of Life II;4650 W. Madison;;6268655;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;e i/t-e ii_12;0.5250282273240496;no
707;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Donoghue;707 E 37th St;;;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; donoghue_0;;
707;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Center Donoghue;707 E. 37th St.;;7295325;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; donoghue_0;0.8281896876176138;yes
10041;CPS_Early_Childhood_Portal_scrape.csv;Fernwood;10041 S. Union;;5352700;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;wood_43;;
171160636;ECE Chicago Find a School scrape.csv;ChildServ West Englewood;1711 W. Garfield Blvd.;60636;8677350;;;;;;West Englewood;;;;;;;;;;;;;CP;;;;;;;;wood_43;0.41870530673692136;no
111260640;purple_binder_early_childhood.csv;South-East Asia Center;1112 W Foster Avenue;60640;9897433;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;a center_5;;
131260608;CPS_Early_Childhood_Portal_scrape.csv;Marcy Newberry Association - FOSCO ABLA Center;1312 S Racine Ave;;7466024;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;a center_5;0.35961610839292435;no
214160200;CPS_Early_Childhood_Portal_scrape.csv;First Church of Love And Faith - First Church of Love & Faith Annex;2141 W 79th St;;2246800;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;first church of love and faith - first church of love & faith annex_0;;
214160200;CPS_Early_Childhood_Portal_scrape.csv;First Church of Love And Faith - First Church of Love & Faith Annex;2141 W 79th St;;2246800;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;first church of love and faith - first church of love & faith annex_0;1.0;yes
272760639;CPS_Early_Childhood_Portal_scrape.csv;Schubert;2727 N. Long;;5343080;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;schubert_0;;
272760639;ECE Chicago Find a School scrape.csv;Schubert;2727 N. Long;60639;5343080;;;;;;Belmont Cragin;;;;;;;;;;;;;PFA-REG TS;;;;;;;;schubert_0;1.0;yes
271460622;CPS_Early_Childhood_Portal_scrape.csv;Lafayette;2714 W. Augusta Blvd.;;5344326;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;lafayette_1;;
271460622;CPS_Early_Childhood_Portal_scrape.csv;Lafayette;2714 W. Augusta Blvd.;;5344326;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;lafayette_1;1.0;yes
53560653;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS DOOLITTLE, JAMES R.;535 EAST 35TH STREET;60653;5351050;;;;;;;CHICAGO PUBLIC SCHOOLS;DOUGLAS;;;;;Ms. Lori A. Lennix;Yes;No;No;;;;;;;;;;; r._13;;
425760624;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS GOLDBLATT, NATHAN R.;4257 W ADAMS;60624;5346860;;;;;;;CHICAGO PUBLIC SCHOOLS;WEST GARFIELD PARK;;;;;Ms. Yvette R.  Currington;Yes;No;No;;;;;;;;;;; r._13;0.7602559277380504;no
707;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Donoghue;707 E 37th St;;;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;abraham lincoln centre - donoghue_0;;
707;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Donoghue;707 E 37th St;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;abraham lincoln centre - donoghue_0;1.0;yes
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League;2141 S. Tan Ct.;;7910454;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league_15;;
214160616;NAEYC_accreditation.csv;Chinese American Service League;2141 South Tan Court 1st Floor;60616;7910454;;;;;;;;;;;;;;;;;;;;;;08/31/14;209110;brenda_arksey@caslservice.org;;;chinese american service league_15;1.0;yes
431460653;purple_binder_early_childhood.csv;Abraham Lincoln Centre - Lincoln/King;4314 S Cottage Grove Avenue;60653;7472310;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; lincoln/king_0;;
431460653;DFSS_AgencySiteLies_2012.csv;Abraham Lincoln Center Lincoln/King;4314 S. Cottage Grove;60653;7472310;;;;;;;Abraham Lincoln Center;;;;;;;;;;;www.abelink.org;Zirl Smith;Keita King;;;;;;; lincoln/king_0;0.8281896876176138;yes
442560640;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Stockton, Joseph;4423 N. Magnolia;60640;5342510;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Jill Besenjak;;;;;;;n, joseph_3;;
174660608;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS JUNGMAN, JOSEPH;1746 S MILLER;60608;5347375;;;;;;;CHICAGO PUBLIC SCHOOLS;LOWER WEST SIDE;;;;;Mrs. Zaida  Hernandez;Yes;No;No;;;;;;;;;;;n, joseph_3;0.3438088069251035;no
150160651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Mt. Moriah-Taylor / CYC;1501 N Harding Ave;;2785837;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_20;;
97560627;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Dorothy Gautreaux / CYC;975 E 132nd St;;2911000;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_20;0.7758750470455401;no
472860640;CPS_Early_Childhood_Portal_scrape.csv;McPherson;4728 N. Wolcott Ave;;5344625;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;erson_0;;
64660624;CPS_Early_Childhood_Portal_scrape.csv;Ryerson;646 N. Lawndale;;5346700;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;erson_0;0.6721866767030485;no
183460647;DFSS_AgencySiteLies_2012.csv;YMCA of Metropolitan Chicago McCormick Tribune;1834 N. Lawndale;60647;2352525;;;;;;;YMCA of Metropolitan Chicago;;;;;;;;;;;www.ymcachicago.org;Dorothy Cole-Gary;Maria Franco ;;;;;;; mccormick tribune_0;;
183460647;ECE Chicago Find a School scrape.csv;YMCA McCormick Tribune;1834 N. Lawndale;60647;2352525;;;;;;West Town;;;;;;;;;;;;;CP;;;;;;;; mccormick tribune_0;0.6620248400451637;yes
381560613;ECE Chicago Find a School scrape.csv;Disney Magnet;3815 N. Kedvale Ave.;60613;5345840;;;;;;Uptown;;;;;;;;;;;;;TB;;;;;;;;disney magnet_14;;
414060613;ECE Chicago Find a School scrape.csv;Disney Magnet;4140 N. Marine Dr.;60613;5345840;;;;;;Uptown;;;;;;;;;;;;;PFA-REG;;;;;;;;disney magnet_14;1.0;no
290560618;chapin_dfss_providers_2011_070212.csv;MARY CRANE LEAGUE MARY CRANE CENTER (NORTH);2905 N LEAVITT;60618;3485528;;;;;;;MARY CRANE LEAGUE;NORTH CENTER;;;;;Lavetter Terry;No;Yes;No;;;;;;;;;;;mary crane league mary crane center (north)_0;;
290560618;DFSS_AgencySiteLies_2012.csv;Mary Crane League Mary Crane Center (North);2905 N. Leavitt;60618;9388130;;;;;;;Mary Crane League;;;;;;;;;;;www.marycrane.org;Lavetter Terry;Martuice Williams ;;;;;;;mary crane league mary crane center (north)_0;1.0;yes
760624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA;7 N Homan Ave;;2653900;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - garfield head start/child developmental center- ymca_2;;
760624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA;7 N Homan Ave;;2653900;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - garfield head start/child developmental center- ymca_2;1.0;yes
94560621;chapin_dfss_providers_2011_070212.csv;SALVATION ARMY RED SHIELD;945 W 69TH STREET;60621;3583224;;;;;;;SALVATION ARMY;ENGLEWOOD;;;;;Lillie Denton;Yes;No;No;;;;;;;;;;;salvation army red shield_5;;
6960621;ECE Chicago Find a School scrape.csv;Salvation Army Red Shield;69th and Sangamon;60621;7332533;;;;;;West Englewood;;;;;;;;;;;;;CP;;;;;;;;salvation army red shield_5;1.0;no
102060660;NAEYC_accreditation.csv;Albany Park Community Center - Uptown;1020 West Bryn Mawr 211;60660;7693197;;;;;;;;;;;;;;;;;;http://www.apcc.org;;;;01/31/13;486804;mabarca@apcc-chgo.org;;; - uptown_14;;
470160640;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Uptown;4701 N Winthrop Ave;;7694540;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; - uptown_14;0.48720361309747834;no
431460653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Lincoln - King;4314 S Cottage Grove Ave;;7472310;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;king_24;;
431460653;chapin_dfss_providers_2011_070212.csv;ABRAHAM LINCOLN CENTRE LINCOLN/KING;4314 S COTTAGE GROVE;60653;7472310;;;;;;;ABRAHAM LINCOLN CENTRE;GRAND BOULEVARD;;;;;Joyce Wallace;Yes;No;No;7100PS(HS Collaboration with Childcare & PreK);;;;;;;;;;king_24;0.3438088069251035;yes
213160612;ECE Chicago Find a School scrape.csv;Herbert;2131 W. Monroe;60612;5347806;;;;;;Near West Side;;;;;;;;;;;;;HS-HD;;;;;;;;bert_5;;
272760639;ECE Chicago Find a School scrape.csv;Schubert;2727 N. Long;60639;5343080;;;;;;Belmont Cragin;;;;;;;;;;;;;PFA-REG TS;;;;;;;;bert_5;0.6544975536319156;no
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start/Prekindergarten For;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;wheatley cpc_3;;
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;wheatley cpc_3;1.0;yes
341560623;CPS_Early_Childhood_Portal_scrape.csv;Edgewater Community Council - A B C Center / CYC;3415 W 13th Pl;;7625655;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_31;;
322260651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Centro Nuestro / CYC;3222 W Division Ave;;4893157;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_31;0.6083929243507715;no
210060659;purple_binder_early_childhood.csv;Sunshine Preschool;2100 W Devon Avenue;60659;7649815;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;preschool_32;;
31260614;NAEYC_accreditation.csv;Lincoln Park Preschool;312 West Belden Avenue;60614;6650110;;;;;;;;;;;;;;;;;;http://lincolnparkpreschool.com;;;;10/01/15;449174;lppoffice@sbcglobal.net;;;preschool_32;0.6699284907790741;no
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; greenview_21;;
250760614;NAEYC_accreditation.csv;Christopher House Greenview;2507 North Greenview;60614;4721083;;;;;;;;;;;;;;;;;;http://www.christopherhouse.org;;;;04/30/14;129456;awashington@christopherhouse.org;;; greenview_21;0.7222431313511479;yes
142060613;ECE Chicago Find a School scrape.csv;Blaine;1420 W. Grace;60613;5345750;;;;;;Lake View;;;;;;;;;;;;;TB;;;;;;;;blaine_1;;
