Id	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
106054	0	0	3	1	0	2	1	1	3	2	2	0
106055	1	1	2	1	2	0	0	0	0	8	4	2
106056	1	0	0	5	5	1	0	1	0	5	3	0
106057	0	1	2	2	2	1	0	0	4	10	1	1
106058	1	1	3	2	0	2	2	1	3	9	0	2
106059	1	0	1	2	2	2	1	1	0	2	2	0
106060	0	0	0	2	5	0	0	0	3	10	3	1
106061	1	1	5	2	4	0	1	0	0	4	3	1
106062	0	1	3	1	3	2	0	1	2	9	1	2
106063	0	1	4	0	1	0	0	0	0	0	3	0
106064	0	1	2	4	1	1	1	1	4	5	2	1
106065	0	1	0	4	3	1	0	1	1	4	0	1
106066	0	0	2	1	5	0	0	1	0	1	1	2
106067	0	1	3	5	1	1	2	0	1	8	2	1
106068	1	1	0	4	1	0	0	1	0	1	3	1
106069	1	1	5	5	3	1	0	0	5	6	5	0
106070	0	1	3	1	3	1	2	0	4	5	0	2
106071	0	1	5	2	0	1	0	1	5	6	5	0
106072	0	0	3	1	1	2	1	0	3	7	1	2
106073	1	0	0	1	4	0	2	1	3	4	2	2
106074	0	0	2	3	3	0	0	1	3	2	5	0
106075	1	0	0	3	0	2	1	0	4	0	2	0
106076	0	1	0	2	5	1	1	0	1	6	5	0
106077	0	1	0	4	5	2	0	1	5	2	5	1
106078	0	1	3	5	5	2	2	0	1	3	3	2
106079	0	1	4	2	5	2	1	1	5	2	5	0
106080	0	0	0	1	3	2	0	1	4	10	2	2
106081	1	1	3	2	1	2	0	0	2	6	0	2
106082	0	1	5	2	2	1	0	0	2	3	1	2
106083	0	0	5	4	2	2	1	1	1	9	3	2
106084	1	1	5	3	5	1	1	0	5	4	1	1
106085	0	0	4	3	4	0	2	1	0	2	4	0
106086	1	0	2	5	4	2	1	0	5	4	5	1
106087	1	0	3	4	2	1	0	1	1	1	2	1
106088	0	1	2	0	5	2	1	0	0	0	1	1
106089	0	0	5	1	0	2	0	0	4	5	3	0
106090	0	0	1	5	3	0	1	1	3	3	0	0
106091	1	0	5	0	3	1	0	1	0	2	1	2
106092	1	0	5	3	5	1	1	1	3	5	1	2
106093	0	1	1	5	4	1	1	0	3	10	5	2
106094	1	0	3	5	3	2	1	0	3	2	1	2
106095	1	0	0	2	5	2	2	1	3	9	4	2
106096	0	1	1	5	5	0	1	0	1	9	5	2
106097	0	1	0	5	0	1	0	0	0	9	0	2
106098	0	1	0	1	2	1	2	1	0	5	0	0
106099	0	1	0	3	5	1	2	1	5	9	4	0
106100	0	0	1	5	2	1	1	0	5	1	4	2
106101	1	1	3	2	0	2	1	0	0	2	5	1
106102	0	0	4	3	0	0	1	1	1	10	1	2
106103	1	1	0	4	3	0	0	1	3	10	4	0
106104	0	1	3	2	2	0	1	1	5	9	1	1
106105	1	1	3	3	3	1	0	0	0	8	5	2
106106	1	1	0	0	4	1	0	1	4	10	0	2
106107	1	1	3	3	2	0	2	1	0	10	5	1
106108	0	0	4	1	5	1	2	0	5	2	4	0
106109	1	1	0	3	4	1	0	1	3	4	4	1
106110	1	1	3	4	0	2	0	1	1	10	5	1
106111	1	1	5	3	1	1	2	0	1	1	1	2
106112	0	0	1	1	2	1	2	0	3	2	2	2
106113	1	1	3	5	4	0	0	0	3	8	3	2
106114	1	0	0	3	5	1	2	1	5	5	1	1
106115	0	1	1	3	5	1	2	0	3	10	0	0
106116	0	1	4	1	4	2	0	1	1	10	5	2
106117	1	1	4	1	1	0	1	1	2	4	5	1
106118	0	0	1	0	1	2	1	1	1	8	4	2
106119	0	1	3	2	0	0	2	1	2	3	5	1
106120	1	0	1	1	4	1	0	1	0	2	3	2
106121	1	0	4	3	3	2	0	0	3	5	1	2
106122	0	0	0	1	2	0	2	0	5	3	5	2
106123	0	1	2	1	3	0	2	0	2	0	2	2
106124	1	1	3	0	3	1	2	0	2	10	5	0
106125	1	0	0	3	1	2	1	1	0	8	5	1
106126	1	0	0	4	3	2	2	1	1	4	5	2
106127	1	1	4	4	5	2	1	1	1	5	1	0
106128	1	1	5	4	2	2	1	0	5	3	0	0
106129	0	0	4	2	0	1	1	0	2	7	3	0
106130	0	1	2	2	3	2	1	1	3	3	2	2
106131	1	0	5	0	2	2	1	0	3	3	5	2
106132	1	1	1	5	2	1	1	1	2	6	4	0
106133	0	1	4	3	0	2	2	0	0	9	0	2
106134	0	1	5	0	0	2	1	1	3	2	3	0
106135	1	1	2	2	3	0	0	1	5	2	2	2
106136	0	0	3	1	3	0	2	1	4	8	0	1
106137	0	1	4	2	5	0	1	0	3	10	0	0
106138	1	0	1	2	0	0	2	0	0	1	3	1
106139	0	0	5	2	4	0	2	1	3	0	2	1
106140	0	0	4	2	3	0	0	1	3	10	3	2
106141	1	0	0	5	0	1	2	0	0	4	0	1
106142	1	0	4	5	3	1	0	0	1	0	1	0
106143	0	1	1	4	4	1	0	1	4	6	1	1
106144	1	0	3	3	1	2	0	1	1	2	2	1
106145	1	1	3	3	5	0	2	0	5	6	3	0
106146	1	1	5	2	0	2	0	1	3	1	2	0
106147	0	1	0	5	2	0	1	0	4	1	3	2
106148	0	0	5	3	2	2	1	0	0	2	2	2
106149	1	0	1	5	2	2	0	0	0	6	2	1
106150	1	1	2	2	4	2	1	0	4	0	1	1
106151	0	0	0	1	3	0	0	1	2	0	0	1
106152	1	0	5	3	3	2	0	1	0	2	3	1
106153	0	0	5	2	0	0	1	0	0	8	3	1
106154	0	0	4	3	2	0	2	0	0	7	3	2
106155	1	1	2	2	5	1	0	1	4	8	2	0
106156	1	1	3	5	0	2	1	0	4	5	4	0
106157	0	0	3	1	5	2	0	0	5	7	5	2
106158	0	1	0	3	4	2	0	1	5	3	2	1
106159	0	0	1	0	2	2	1	1	3	3	0	0
106160	0	1	4	2	2	0	1	1	2	8	1	1
106161	0	0	0	0	2	2	2	0	0	6	3	1
106162	1	1	1	2	1	1	0	0	1	10	5	1
106163	1	1	1	5	0	1	2	0	2	3	5	0
106164	1	1	5	2	3	1	2	1	4	5	3	2
106165	1	1	1	3	5	1	0	0	3	6	3	1
106166	1	1	5	2	1	2	0	0	5	8	3	0
106167	1	1	0	1	5	0	2	1	5	3	5	2
106168	0	0	4	1	1	1	0	1	3	5	5	1
106169	0	1	4	4	0	2	2	0	0	9	1	2
106170	1	0	1	5	0	2	1	1	0	4	2	1
106171	0	0	3	0	5	0	1	1	1	0	4	0
106172	1	0	4	1	5	2	1	0	2	7	1	2
106173	0	0	1	4	0	1	2	1	3	4	5	2
106174	0	1	4	4	4	2	1	1	4	9	4	2
106175	0	0	0	4	2	1	0	1	4	8	1	0
106176	1	1	2	5	4	1	0	1	3	10	4	1
106177	1	0	2	4	4	0	0	1	5	2	1	2
106178	0	1	3	3	0	1	0	0	4	3	1	1
106179	0	1	5	3	4	0	0	1	4	1	3	1
106180	0	1	1	1	5	1	1	0	5	8	0	2
106181	0	1	5	1	2	1	2	1	3	2	2	2
106182	1	0	4	3	3	2	0	1	0	9	3	1
106183	1	1	1	4	0	2	2	1	1	3	1	2
106184	1	0	3	0	1	0	0	0	5	1	0	0
106185	0	0	5	4	4	0	0	1	1	8	3	2
106186	1	0	4	1	2	2	1	0	2	7	4	0
106187	0	0	1	4	3	2	0	1	2	5	3	2
106188	1	1	4	5	2	1	2	0	4	6	3	1
106189	0	1	3	1	2	2	0	0	3	9	1	1
106190	0	1	0	5	0	0	2	1	3	5	4	2
106191	1	1	2	4	2	0	0	1	5	3	5	2
106192	1	0	5	0	3	1	1	1	3	0	2	1
106193	1	1	0	2	0	0	2	1	5	4	3	2
106194	1	1	1	3	4	0	0	1	0	1	0	1
106195	1	1	2	0	0	2	0	1	0	9	4	0
106196	1	0	0	1	3	0	0	0	2	5	4	0
106197	1	1	2	0	3	0	0	1	3	9	5	1
106198	1	0	3	3	2	0	1	1	0	2	2	0
106199	1	1	3	4	3	0	1	0	1	10	3	0
106200	1	1	5	2	5	1	2	1	5	1	2	0
106201	0	1	1	1	3	0	0	1	0	1	2	2
106202	0	1	2	2	1	1	0	1	2	6	1	1
106203	0	0	5	5	4	0	0	1	3	1	5	0
106204	0	1	2	1	5	1	1	0	2	9	0	1
106205	1	0	5	0	0	1	0	0	1	3	5	2
106206	1	0	1	0	0	1	1	0	3	8	2	1
106207	1	0	1	0	0	0	2	0	1	1	3	1
106208	0	0	2	0	3	0	2	0	1	10	0	0
106209	1	1	0	2	5	1	0	1	0	9	5	0
106210	0	0	0	4	3	0	2	0	3	3	1	1
106211	1	0	0	2	3	0	2	0	3	7	3	0
106212	0	1	4	3	5	1	1	0	2	4	5	0
106213	0	0	1	0	2	0	1	1	2	1	0	1
106214	0	1	4	4	2	0	0	0	1	8	4	1
106215	1	1	0	3	5	1	2	0	5	1	4	0
106216	1	0	2	5	2	2	0	0	2	4	5	0
106217	0	1	2	5	1	2	1	0	3	3	2	2
106218	0	1	2	0	4	1	1	0	2	4	5	0
106219	0	1	3	2	1	2	1	1	2	1	4	2
106220	0	1	3	4	0	2	0	1	2	7	3	1
106221	0	1	4	3	1	0	0	0	4	9	4	0
106222	0	0	4	2	5	0	1	1	1	8	2	0
106223	1	1	4	1	3	1	1	1	0	3	0	2
106224	0	1	0	3	4	0	1	0	3	0	4	0
106225	0	0	3	2	3	2	1	0	0	1	4	0
106226	1	0	3	3	5	0	0	1	5	4	1	2
106227	1	1	0	4	4	0	2	0	5	3	5	2
106228	0	1	4	5	1	2	2	1	0	2	2	2
106229	1	1	0	0	0	2	1	0	3	1	0	0
106230	0	0	0	4	0	0	0	0	5	5	0	2
106231	1	0	3	2	3	1	1	1	4	0	4	2
106232	0	1	3	0	3	2	2	0	1	1	3	1
106233	0	0	4	5	0	0	1	1	1	3	4	0
106234	0	0	0	0	0	1	2	1	0	7	3	1
106235	0	1	5	0	2	2	2	1	0	7	5	0
106236	0	1	5	2	5	1	0	1	4	7	2	1
106237	0	1	0	4	1	0	0	0	3	10	2	0
106238	1	0	1	4	1	0	1	1	4	10	3	0
106239	0	1	4	2	2	0	0	0	0	7	5	1
106240	1	1	2	0	1	2	1	1	1	10	4	0
106241	0	1	4	3	3	0	0	0	1	1	3	1
106242	0	0	5	4	5	0	0	0	4	2	4	0
106243	1	0	3	0	4	0	1	1	3	7	0	2
106244	1	1	3	4	4	0	1	0	0	0	4	2
106245	0	1	1	5	1	1	1	1	0	1	3	0
106246	0	0	1	3	2	0	0	0	5	9	3	0
106247	0	0	1	0	5	0	0	1	1	3	5	2
106248	1	0	4	0	1	0	0	1	2	7	4	2
106249	1	0	5	0	1	1	2	0	5	6	3	2
106250	0	0	1	1	3	2	1	1	1	5	1	0
106251	0	1	3	4	5	0	2	0	0	4	4	1
106252	0	0	1	4	2	1	0	0	4	1	0	1
106253	0	0	5	2	1	0	0	0	4	4	5	1
106254	0	0	2	0	5	2	0	1	0	7	1	2
106255	1	0	3	1	3	1	2	0	4	7	4	0
106256	1	0	5	2	4	2	1	1	1	4	3	0
106257	0	1	5	1	0	0	0	1	4	10	3	0
106258	1	0	3	1	5	2	2	0	4	1	2	1
106259	0	1	4	0	4	2	1	0	2	8	1	2
106260	1	1	5	4	4	1	0	1	2	0	2	1
106261	1	0	3	5	5	2	0	1	5	7	4	2
106262	1	0	5	2	1	0	1	0	2	8	5	2
106263	0	1	4	4	4	0	1	0	5	2	0	0
106264	0	1	2	2	0	1	1	1	5	10	1	1
106265	0	1	5	5	5	0	0	0	4	2	4	0
106266	0	0	4	2	1	0	1	0	4	7	3	2
106267	1	0	1	0	5	1	0	1	1	6	3	0
106268	0	1	1	0	2	2	2	0	0	9	0	2
106269	0	0	0	0	1	2	0	1	1	9	1	0
106270	0	0	1	1	2	1	0	1	4	0	1	1
106271	1	1	4	3	3	1	2	1	1	1	3	1
106272	1	1	3	0	4	1	0	1	3	5	4	0
106273	1	1	5	4	2	2	1	1	0	5	3	1
106274	1	1	1	4	1	0	0	1	1	0	2	2
106275	0	0	0	0	3	2	1	1	5	2	3	2
106276	1	1	1	2	4	1	1	0	3	1	3	1
106277	1	1	4	1	5	2	0	0	4	0	5	1
106278	0	1	5	0	2	0	1	0	4	1	1	0
106279	0	1	1	1	0	0	2	1	5	9	5	1
106280	1	0	5	4	5	1	1	1	1	8	5	2
106281	0	0	3	1	4	2	1	0	4	2	3	2
106282	0	1	4	4	3	1	1	1	3	2	3	0
106283	1	1	4	4	3	0	0	1	5	0	1	1
106284	0	1	2	2	4	0	1	1	0	7	0	1
106285	1	0	4	5	1	2	2	0	1	6	0	2
106286	0	1	2	1	4	1	0	1	3	3	3	2
106287	0	0	5	2	2	1	1	1	1	8	0	1
106288	1	1	4	4	0	0	0	0	1	10	1	1
106289	0	1	2	4	4	0	1	1	5	2	2	2
106290	1	1	3	4	1	2	0	1	5	6	5	1
106291	1	0	2	5	1	0	1	1	0	10	0	1
106292	1	1	1	2	5	0	2	1	2	1	5	0
106293	1	1	1	1	0	1	0	0	3	1	1	1
106294	0	1	4	4	0	2	2	0	2	6	3	0
106295	0	0	2	5	2	1	0	1	3	4	2	0
106296	1	1	0	3	5	2	1	0	4	6	3	0
106297	1	0	5	0	4	0	0	0	5	1	1	1
106298	1	1	2	3	0	0	0	0	4	0	0	1
106299	0	1	4	2	3	0	0	0	4	0	1	2
106300	1	0	0	4	3	1	0	0	1	6	5	1
106301	0	0	2	1	2	0	0	1	1	3	2	0
106302	1	0	5	5	3	2	0	1	2	1	2	1
106303	1	0	0	0	0	1	1	1	0	10	4	2
106304	1	0	0	5	0	1	1	0	3	3	4	1
106305	1	0	2	2	1	0	0	0	4	0	2	1
106306	0	0	2	4	5	0	2	0	0	6	2	2
106307	1	1	5	5	4	2	0	0	3	3	4	1
106308	1	1	1	3	0	2	2	0	2	6	3	2
106309	0	0	4	4	4	1	1	0	5	8	0	1
106310	0	0	0	1	2	0	0	1	2	3	1	1
106311	1	0	0	4	1	0	2	1	2	5	2	0
106312	1	0	0	4	2	1	2	1	4	6	5	0
106313	1	0	1	4	4	0	2	0	0	4	4	1
106314	1	1	1	1	0	0	0	1	3	6	4	0
106315	0	1	1	1	4	0	0	0	2	6	5	1
106316	0	0	1	5	0	2	1	1	4	10	3	2
106317	1	0	3	4	0	0	0	0	1	8	0	2
106318	0	0	3	2	2	0	0	0	1	10	2	1
106319	0	1	5	5	3	2	0	0	3	5	3	1
106320	0	0	0	3	3	0	1	0	3	3	1	1
106321	0	0	1	0	4	1	0	1	1	6	5	2
106322	0	0	2	5	0	0	2	0	2	1	3	0
106323	0	1	0	3	3	0	1	0	4	2	1	2
106324	1	0	4	0	3	0	1	0	1	6	0	2
106325	1	0	4	5	2	2	2	1	0	10	3	1
106326	0	0	3	0	3	2	0	1	3	6	1	2
106327	0	0	4	1	4	2	2	0	5	1	0	1
106328	0	1	3	3	2	1	2	1	5	10	0	1
106329	0	0	3	1	1	2	0	0	5	6	1	0
106330	1	1	4	5	1	0	1	1	3	9	5	2
106331	1	0	4	4	0	2	2	0	3	5	1	1
106332	0	1	1	4	0	2	0	1	0	8	1	0
106333	0	1	5	1	1	0	2	0	5	6	1	2
106334	1	1	2	3	0	0	1	1	4	8	1	0
106335	1	0	2	4	1	0	2	1	0	4	5	0
106336	0	1	5	4	1	0	1	0	4	8	4	0
106337	0	0	5	5	5	1	0	1	0	4	1	0
106338	1	0	3	2	5	0	0	0	2	7	4	0
106339	0	1	1	5	2	0	0	0	4	3	4	2
106340	1	0	0	0	0	2	0	0	1	3	2	2
106341	0	0	3	5	2	1	1	0	5	4	5	1
106342	0	0	1	0	0	0	0	0	4	8	3	0
106343	1	0	4	1	3	2	1	1	2	2	5	0
106344	0	0	4	1	4	2	2	0	4	6	3	0
106345	0	0	1	0	3	2	0	0	0	7	2	0
106346	1	0	0	4	1	2	2	0	2	0	1	2
106347	1	0	1	3	4	0	1	1	1	2	2	0
106348	0	1	1	0	4	0	0	1	5	7	1	2
106349	1	0	3	5	5	1	0	0	5	7	3	2
106350	0	0	0	2	0	0	0	0	5	9	0	0
106351	0	0	0	4	5	1	2	1	2	6	5	2
106352	0	0	2	4	0	2	1	1	0	1	1	1
106353	0	1	4	5	1	1	2	0	5	6	2	2
106354	1	1	1	2	5	0	1	1	4	5	5	2
106355	1	1	0	2	0	2	2	0	5	4	1	0
106356	0	1	2	0	1	2	0	1	2	2	4	0
106357	0	0	2	0	3	0	1	1	2	9	0	1
106358	1	1	2	5	0	0	1	0	3	9	2	2
106359	1	0	0	2	0	2	1	1	3	5	5	1
106360	1	0	0	3	3	0	2	0	2	4	0	1
106361	1	0	0	0	5	2	0	1	4	10	1	0
106362	0	1	1	1	1	1	2	0	2	10	4	2
106363	1	1	0	0	5	0	2	1	2	0	2	2
106364	0	1	1	5	3	0	0	0	2	7	0	1
106365	0	1	1	3	2	0	1	1	3	5	3	1
106366	0	1	1	2	4	1	0	0	1	4	0	1
106367	1	0	2	1	3	0	1	1	4	4	1	0
106368	1	0	5	0	2	1	0	1	0	6	3	0
106369	1	1	0	1	5	0	1	0	1	2	4	2
106370	0	1	3	5	2	0	2	0	2	10	4	2
106371	1	0	4	0	0	1	0	1	0	5	2	0
106372	0	1	3	2	1	0	1	0	4	9	0	0
106373	1	1	2	1	4	2	2	1	0	6	1	0
106374	0	0	0	2	2	1	2	1	5	10	2	0
106375	1	1	5	0	1	2	1	0	3	9	3	0
106376	1	1	1	0	4	1	1	0	0	1	1	1
106377	1	1	3	5	0	0	2	1	0	8	1	1
106378	0	0	3	3	4	0	2	1	4	10	2	0
106379	1	0	5	4	0	0	2	0	2	3	5	0
106380	0	0	2	5	5	1	2	1	3	8	1	2
106381	1	0	0	0	2	1	2	0	4	3	4	2
106382	1	0	2	3	1	2	0	0	3	4	2	1
106383	1	1	5	0	3	2	0	1	5	6	3	2
106384	0	0	5	3	4	0	2	0	2	0	4	1
106385	0	1	3	0	0	2	2	0	3	2	3	1
106386	0	1	4	2	3	1	2	1	5	1	5	0
106387	1	1	5	1	3	2	0	1	1	0	5	2
106388	1	0	3	4	3	1	2	1	5	8	0	1
106389	0	0	2	3	2	1	1	1	5	5	0	2
106390	0	1	0	2	1	0	2	1	1	6	4	1
106391	0	1	3	5	4	2	2	1	4	8	3	1
106392	1	1	5	4	1	1	2	0	0	1	2	1
106393	1	0	1	0	2	0	2	1	5	4	5	0
106394	1	1	5	3	2	2	1	1	0	8	5	2
106395	0	1	5	5	3	1	0	0	3	10	3	1
106396	0	0	3	1	5	0	0	1	1	6	2	1
106397	0	1	0	4	3	2	1	1	5	10	2	1
106398	1	0	0	4	5	1	0	1	1	4	2	2
106399	0	0	2	0	2	0	0	0	5	8	3	0
106400	0	1	2	3	3	2	2	1	3	10	3	2
106401	1	1	5	4	0	2	1	1	2	4	2	0
106402	1	1	1	1	1	2	2	1	2	10	1	2
106403	0	0	4	3	3	2	1	1	4	3	5	1
106404	1	0	5	2	4	1	1	0	1	10	1	0
106405	0	1	5	2	2	1	1	0	3	9	0	0
106406	1	0	2	3	0	2	0	0	5	9	4	1
106407	1	0	3	0	4	2	2	1	0	3	1	2
106408	0	0	0	1	5	2	1	0	1	10	2	1
106409	0	1	2	1	2	2	2	0	3	3	1	0
106410	1	0	1	2	5	0	2	1	5	1	3	2
106411	1	0	1	2	1	0	1	1	4	10	0	0
106412	0	1	0	1	2	2	1	1	5	1	5	2
106413	0	0	1	4	0	0	1	0	1	10	5	1
106414	0	0	2	0	1	2	1	1	3	8	4	0
106415	0	0	5	5	4	1	1	0	1	5	2	1
106416	0	0	4	0	4	0	0	0	1	6	3	2
106417	1	0	5	3	2	1	0	0	5	6	1	1
106418	0	0	4	4	0	2	2	0	4	5	1	2
106419	1	0	0	4	5	1	2	0	2	4	3	0
106420	0	1	3	2	2	2	0	0	1	8	4	2
106421	1	1	0	5	4	1	1	1	4	5	5	1
106422	1	1	5	3	0	1	1	1	5	4	4	1
106423	0	1	5	0	4	2	2	1	4	2	5	1
106424	1	1	3	0	4	0	0	0	3	0	5	0
106425	1	0	2	2	4	2	1	1	3	2	2	0
106426	1	0	1	0	3	0	1	0	2	3	1	2
106427	1	1	5	4	1	0	0	1	2	7	1	1
106428	0	0	4	3	4	2	0	0	5	9	2	1
106429	0	1	2	4	4	0	2	0	4	5	0	2
106430	0	1	1	2	5	1	2	0	3	2	5	0
106431	0	1	1	1	2	0	0	0	2	8	4	2
106432	0	1	4	0	4	2	2	1	5	5	2	2
106433	1	1	3	3	5	0	1	0	1	8	4	0
106434	1	0	4	0	2	0	0	1	2	1	3	1
106435	1	0	2	2	5	0	0	1	0	5	0	0
106436	1	1	5	4	4	0	2	1	5	7	5	2
106437	1	1	1	4	4	2	1	0	5	10	4	2
106438	1	0	5	2	3	2	0	1	3	2	2	2
106439	1	0	0	0	5	0	2	1	1	4	2	1
106440	1	0	3	2	1	1	1	0	5	8	0	2
106441	1	1	5	0	5	0	2	0	3	10	4	1
106442	1	0	5	5	0	2	0	0	5	0	0	1
106443	0	0	1	4	1	0	0	0	1	0	0	2
106444	0	1	5	4	1	1	1	0	5	9	3	2
106445	0	1	4	2	5	1	2	1	2	0	1	1
106446	1	0	1	4	1	1	2	1	2	6	0	1
106447	0	1	1	2	4	1	2	0	4	5	2	0
106448	1	0	1	2	2	1	1	1	3	3	3	1
106449	0	1	4	0	1	2	2	1	5	9	5	0
106450	1	0	2	1	4	1	0	1	2	7	2	1
106451	1	0	3	1	1	1	1	1	3	2	0	2
106452	0	1	1	3	3	0	1	0	2	6	5	1
106453	0	0	4	4	1	2	1	0	5	6	0	2
106454	1	0	5	2	4	2	2	0	2	1	0	0
106455	1	1	1	5	5	0	1	1	2	0	2	1
106456	0	1	0	2	2	1	0	1	2	7	2	2
106457	1	0	0	4	0	0	1	0	4	6	4	0
106458	0	1	4	1	0	0	2	0	5	4	5	1
106459	0	0	0	4	4	2	0	1	4	5	2	1
106460	1	1	0	3	2	0	1	1	0	9	4	1
106461	1	0	4	2	3	0	2	0	1	5	4	0
106462	1	0	5	1	0	2	0	0	0	3	1	0
106463	1	0	1	2	3	2	1	0	2	8	2	2
106464	1	0	4	4	4	2	2	1	1	4	5	2
106465	1	0	3	4	0	1	2	0	4	9	2	0
106466	1	0	2	2	3	0	0	0	2	9	3	1
106467	0	0	3	2	0	2	1	0	3	7	0	2
106468	1	1	5	3	1	1	0	1	0	4	3	2
106469	1	1	1	4	5	2	0	0	1	2	1	2
106470	1	1	2	2	1	2	2	0	0	7	0	1
106471	0	0	2	5	4	0	2	1	2	10	2	1
106472	0	0	1	5	0	2	2	0	2	8	2	1
106473	0	1	1	3	3	1	2	1	2	9	2	0
106474	0	0	0	1	4	1	2	0	2	0	0	0
106475	0	1	5	5	0	2	0	1	0	5	0	2
106476	1	0	0	2	3	1	1	1	0	9	1	2
106477	1	1	2	5	1	2	1	1	2	8	2	0
106478	0	1	2	3	0	2	0	0	2	9	2	1
106479	0	0	5	3	0	0	1	1	0	0	3	2
106480	1	1	3	4	2	1	0	1	3	7	4	1
106481	1	0	4	0	2	2	2	0	0	4	3	2
106482	0	0	5	4	0	2	1	1	3	2	4	0
106483	0	0	1	4	0	0	1	1	0	9	5	0
106484	1	1	5	5	3	0	0	0	5	5	2	0
106485	1	1	2	1	4	1	0	1	4	7	4	2
106486	1	0	4	3	5	2	2	1	1	8	0	0
106487	0	0	2	1	4	1	2	1	1	3	3	1
106488	1	1	5	5	0	2	2	0	1	5	2	1
106489	0	1	4	3	4	2	1	0	0	5	1	0
106490	1	1	0	5	2	0	2	1	0	2	3	2
106491	1	1	5	5	2	1	2	1	3	6	1	2
106492	1	0	4	3	3	2	2	1	4	2	0	2
106493	0	1	0	1	5	1	1	1	4	10	1	2
106494	0	0	1	4	2	1	1	0	5	3	1	0
106495	0	0	5	0	5	2	2	1	1	4	3	1
106496	1	0	4	4	5	0	1	1	0	2	0	1
106497	1	1	3	0	5	1	2	0	5	8	0	1
106498	0	0	4	2	2	1	2	1	2	4	5	2
106499	1	1	3	1	4	0	2	0	3	6	5	1
106500	1	1	3	4	5	0	0	0	3	10	1	1
106501	1	0	5	1	0	0	1	0	5	8	4	1
106502	0	1	0	3	0	2	2	0	0	6	3	1
106503	1	0	3	3	4	0	0	1	3	7	2	1
106504	1	1	2	1	4	1	2	0	5	3	5	1
106505	1	1	1	3	5	1	2	1	3	9	1	1
106506	0	0	5	4	3	2	0	0	2	8	3	2
106507	0	1	1	0	4	2	2	1	5	10	3	1
106508	1	0	1	0	4	1	0	0	4	5	3	1
106509	0	1	0	5	1	2	2	1	2	0	2	2
106510	0	0	4	5	5	2	2	1	2	3	4	0
106511	1	1	3	4	5	1	0	1	0	7	0	1
106512	1	1	4	5	1	2	2	1	2	1	5	0
106513	1	0	3	1	3	1	2	0	4	10	0	1
106514	0	1	5	1	5	2	0	1	0	7	3	2
106515	1	1	1	2	5	2	2	1	0	2	4	2
106516	1	0	4	1	3	0	2	0	0	6	0	1
106517	1	1	2	3	5	0	2	0	0	7	0	0
106518	0	1	3	4	1	0	1	0	4	9	5	1
106519	0	1	4	3	4	0	2	1	5	5	3	1
106520	0	1	2	3	2	0	1	0	1	4	2	1
106521	1	0	5	1	1	1	0	1	4	10	0	2
106522	0	1	5	5	2	1	0	1	2	1	2	1
106523	1	0	3	0	1	1	1	1	2	9	2	1
106524	0	0	4	0	4	2	2	1	0	3	1	0
106525	0	0	3	5	0	0	0	1	5	1	0	1
106526	0	1	0	0	5	2	1	0	0	7	2	1
106527	0	0	0	0	2	1	2	1	1	7	3	2
106528	1	1	4	4	4	1	0	0	0	10	3	2
106529	0	1	3	5	0	0	2	0	0	3	3	2
106530	1	0	3	3	5	0	0	0	1	9	1	2
106531	0	1	4	2	4	2	2	0	4	2	2	2
106532	1	1	0	3	3	1	1	1	5	3	2	0
106533	1	1	5	1	5	1	2	0	0	10	1	1
106534	1	0	5	5	5	0	1	0	1	0	3	2
106535	1	1	5	1	0	1	0	0	0	6	4	0
106536	1	0	5	1	5	0	2	0	5	7	4	2
106537	1	1	2	1	1	2	2	0	3	9	1	1
106538	0	1	2	5	1	0	2	0	1	7	1	2
106539	1	1	3	3	2	1	0	0	3	9	0	0
106540	0	0	1	2	0	2	2	1	1	0	4	0
106541	1	1	1	0	4	1	1	0	0	5	5	2
106542	1	0	2	0	2	2	0	1	4	0	3	1
106543	1	1	4	3	5	2	1	0	1	6	1	1
106544	0	1	0	3	3	0	2	1	3	10	1	2
106545	0	1	0	1	4	2	1	0	4	2	2	0
106546	1	1	0	2	1	0	0	0	2	5	0	2
106547	0	1	1	0	2	2	1	0	1	0	0	1
106548	1	0	3	0	0	1	1	0	0	6	3	1
106549	0	1	5	2	3	0	0	1	3	3	0	1
106550	1	0	0	2	0	2	0	0	1	8	5	2
106551	1	1	0	2	3	2	2	0	4	5	3	2
106552	0	1	1	1	5	0	2	0	4	1	2	0
106553	0	1	5	2	2	1	0	0	5	8	1	0
106554	0	1	3	2	2	2	2	0	3	4	5	1
106555	0	0	1	3	5	0	2	1	3	3	2	2
106556	0	0	2	1	5	0	0	0	1	1	3	0
106557	1	1	3	0	5	1	2	1	2	5	1	1
106558	0	0	0	2	1	1	2	0	2	9	2	1
106559	0	0	3	1	0	1	2	0	0	8	1	1
106560	1	1	4	3	2	2	0	0	1	1	4	1
106561	1	1	4	5	4	1	2	1	1	10	4	2
106562	0	0	3	1	0	2	1	0	1	3	2	2
106563	0	1	4	3	3	1	1	1	4	7	2	1
106564	1	0	2	0	5	0	0	0	5	0	5	1
106565	1	0	1	0	1	1	1	0	5	0	5	2
106566	1	0	0	0	3	0	0	1	5	9	2	0
106567	0	1	4	4	0	2	1	1	4	4	5	0
106568	0	0	0	5	3	0	0	0	1	8	5	1
106569	1	0	3	4	1	2	0	1	1	5	0	0
